record_id,customer_id,payment_timestamp,amount,decline_reason,is_hard_decline,payment_method,customer_segment,customer_tenure_months,days_overdue,retry_count_so_far,past_payment_success_rate,historical_engagement_score,previous_failed_payments,previous_recovered_payments,recovery_action,retry_delay_hours,action_cost,recovery_probability,recovered,recovered_amount,time_to_recovery,p_recovery_retry_2h,p_recovery_retry_24h,p_recovery_payment_link,p_recovery_escalation
REC000037,CUST00014,2026-07-25 19:02:30.697744,3760.13,technical_error,False,upi_autopay,individual,4,14,1,0.7881927799590045,0.061957198788202564,6,2,payment_link,6.0,20,0.3961,1,3760.13,60.1,0.2608,0.2846,0.3961,0.5196
REC000038,CUST00014,2026-07-30 17:11:26.268070,2412.06,insufficient_funds,False,netbanking,individual,4,8,0,0.8054373063570626,0.0692810690423542,7,3,retry_24h,24.0,0,0.4493,0,0.0,,0.3444,0.4493,0.3767,0.4991
REC000039,CUST00015,2025-10-17 22:30:22.610965,6656.17,insufficient_funds,False,card,individual,25,6,3,0.76064917375732,0.17395633855105447,0,0,escalation,48.0,500,0.3057,1,6656.17,197.2,0.2141,0.265,0.2108,0.3057
REC000040,CUST00015,2025-12-30 17:05:36.329344,1107.01,insufficient_funds,False,nach,individual,25,1,1,0.8594335526946986,0.18204718090219552,1,1,retry_2h,2.0,0,0.5199,1,1107.01,9.8,0.5199,0.4899,0.4157,0.5398
REC000041,CUST00015,2026-02-26 08:31:28.110213,10470.46,bank_decline,False,nach,individual,25,4,2,0.8132740653756899,0.22791667897502604,2,2,payment_link,6.0,20,0.2537,0,0.0,,0.1092,0.1709,0.2537,0.3592
REC000042,CUST00015,2026-08-03 09:23:47.203404,15776.55,insufficient_funds,False,upi_autopay,individual,25,0,0,0.8054059655033016,0.22620422179970587,3,2,retry_2h,2.0,0,0.6081,1,15776.55,0.4,0.6081,0.5596,0.4849,0.6081
REC000043,CUST00016,2026-01-06 17:20:43.297029,1935.3,disputed,True,netbanking,individual,25,1,0,0.6687581044410216,0.15218424561052923,0,0,escalation,48.0,500,0.2425,1,1935.3,71.3,0.0563,0.0732,0.1152,0.2425
REC000044,CUST00017,2025-09-05 13:03:49.759108,4959.43,mandate_revoked,True,upi_autopay,individual,43,2,1,0.630752652533284,0.6281417341628798,0,0,payment_link,6.0,20,0.3604,0,0.0,,0.1264,0.1717,0.3604,0.3604
REC000045,CUST00017,2025-09-09 02:26:43.205691,5881.49,insufficient_funds,False,netbanking,individual,43,10,1,0.5968073189484876,0.6419708588237633,1,0,retry_24h,24.0,0,0.4543,0,0.0,,0.3136,0.4543,0.3815,0.5042
REC000046,CUST00017,2025-11-02 14:49:11.224073,3816.09,disputed,True,upi_autopay,individual,43,28,2,0.5987148412866334,0.6721839216690596,2,0,escalation,48.0,500,0.1478,0,0.0,,0.0037,0.041,0.0659,0.1478
REC000047,CUST00017,2025-12-31 05:45:08.997361,15595.99,card_expired,True,netbanking,individual,43,2,1,0.5702652548263718,0.5990708182816381,3,0,retry_24h,24.0,0,0.3432,0,0.0,,0.2672,0.3432,0.5869,0.5869
REC000048,CUST00017,2026-03-03 16:38:13.713913,3001.51,insufficient_funds,False,nach,individual,43,2,1,0.5458948493421235,0.6255327750551941,4,0,retry_24h,24.0,0,0.4283,0,0.0,,0.4381,0.4283,0.3569,0.4778
REC000049,CUST00017,2026-03-19 22:13:37.291588,16004.56,technical_error,False,nach,individual,43,6,2,0.5827969424865124,0.6057588591300926,5,0,payment_link,6.0,20,0.4124,0,0.0,,0.4173,0.2986,0.4124,0.5364
REC000050,CUST00018,2025-11-18 08:45:09.847365,2731.7,card_expired,True,nach,individual,54,3,2,0.7274925443025339,0.35874012433427205,0,0,payment_link,6.0,20,0.5421,1,2731.7,46.5,0.2191,0.3034,0.5421,0.5421
REC000051,CUST00018,2026-01-13 10:33:37.844980,745.05,fraud_flag,True,netbanking,individual,54,6,1,0.7431536962364291,0.4506712076780552,1,1,stop,,0,0.0086,0,0.0,,0.0236,0.0455,0.0729,0.0281
REC000052,CUST00018,2026-03-14 08:23:49.375395,4799.72,technical_error,False,card,individual,54,3,1,0.7561923231238672,0.41742757249364254,2,1,payment_link,6.0,20,0.5815,1,4799.72,20.5,0.6431,0.4573,0.5815,0.6961
REC000053,CUST00019,2025-10-28 20:46:13.204790,11824.82,fraud_flag,True,nach,individual,8,0,1,0.4841160823171281,0.20753169090618542,0,0,stop,,0,0.0037,0,0.0,,0.0163,0.0198,0.0323,0.0121
REC000054,CUST00019,2025-12-29 21:31:58.131703,1935.97,insufficient_funds,False,netbanking,individual,8,1,0,0.4269693365840427,0.2500387507937782,1,0,stop,,0,0.0403,0,0.0,,0.3659,0.3385,0.2749,0.3846
REC000055,CUST00020,2025-11-25 10:03:16.050567,10429.93,insufficient_funds,False,upi_autopay,smb,22,4,1,0.6815829379262991,0.543298226098644,0,0,retry_24h,24.0,0,0.5131,0,0.0,,0.4831,0.5131,0.4384,0.5628
REC000056,CUST00020,2025-12-25 11:38:08.979431,4418.76,insufficient_funds,False,upi_autopay,smb,22,2,0,0.6770126256738328,0.5885787592829251,1,0,retry_24h,24.0,0,0.587,1,4418.76,26.0,0.5967,0.587,0.5129,0.6345
REC000057,CUST00020,2026-01-05 18:09:16.418911,2444.01,bank_decline,False,netbanking,smb,22,16,0,0.6681983440292928,0.5413306681500545,2,1,payment_link,6.0,20,0.3523,0,0.0,,0.0699,0.2481,0.3523,0.4728
REC000058,CUST00020,2026-04-25 11:12:48.252306,1155.61,bank_decline,False,nach,smb,22,0,1,0.7256777123985456,0.5193858246266688,3,1,payment_link,6.0,20,0.3653,0,0.0,,0.2223,0.2588,0.3653,0.4869
REC000059,CUST00021,2025-12-14 06:17:45.842960,1966.13,bank_decline,False,nach,individual,2,5,0,0.6394463649044559,0.5392755115107435,0,0,stop,,0,0.0655,0,0.0,,0.1739,0.2772,0.3874,0.5104
REC000060,CUST00021,2026-02-18 11:12:56.368745,2881.57,card_expired,True,card,individual,2,2,0,0.6648397559052752,0.4675931901710594,1,0,payment_link,6.0,20,0.6757,1,2881.57,16.2,0.3484,0.4339,0.6757,0.6757
REC000061,CUST00021,2026-05-24 10:59:47.870463,4260.35,card_expired,True,upi_autopay,individual,2,3,0,0.6298900246444752,0.5865981123898814,2,1,payment_link,6.0,20,0.7205,1,4260.35,42.6,0.3791,0.4867,0.7205,0.7205
REC000062,CUST00022,2025-12-29 21:46:33.771299,64899.92,card_expired,True,netbanking,individual,15,19,2,0.8888229511285373,0.31987370818376093,0,0,escalation,48.0,500,0.5273,1,64899.92,87.8,0.0685,0.291,0.5273,0.5273
REC000063,CUST00022,2026-01-05 22:06:57.709464,1549.02,bank_decline,False,upi_autopay,individual,15,10,1,0.8520535662773419,0.2843227895349091,1,1,payment_link,6.0,20,0.3161,1,1549.02,23.0,0.0935,0.219,0.3161,0.4325
REC000064,CUST00022,2026-08-22 10:15:46.492168,5034.34,mandate_revoked,True,upi_autopay,individual,15,5,1,0.9567240117323481,0.29310849554905777,2,2,payment_link,6.0,20,0.3995,1,5034.34,159.4,0.1184,0.1966,0.3995,0.3995
REC000065,CUST00023,2025-09-21 10:34:54.927077,3780.18,mandate_revoked,True,netbanking,individual,18,7,2,0.5399225258693994,0.5614875199040931,0,0,payment_link,6.0,20,0.2207,0,0.0,,0.0465,0.0943,0.2207,0.2207
REC000066,CUST00023,2025-11-28 22:48:24.058730,2695.27,bank_decline,False,card,individual,18,0,1,0.5563097982033616,0.585880777511176,1,0,payment_link,6.0,20,0.2986,0,0.0,,0.1745,0.2052,0.2986,0.4124
REC000067,CUST00023,2026-08-05 13:07:56.260678,683.9,insufficient_funds,False,nach,individual,18,0,1,0.5660751295243498,0.6214675546691057,2,0,retry_2h,2.0,0,0.5154,1,683.9,1.6,0.5154,0.4655,0.3921,0.5154
REC000068,CUST00024,2025-09-13 23:47:28.649882,6243.96,insufficient_funds,False,netbanking,individual,6,28,0,0.8612558973793463,0.4184698096308749,0,0,retry_24h,24.0,0,0.508,1,6243.96,20.7,0.1184,0.508,0.4334,0.5578
REC000069,CUST00024,2026-01-12 06:49:36.035588,3561.57,technical_error,False,upi_autopay,individual,6,8,1,0.8738615305978179,0.3884177037946366,1,1,payment_link,6.0,20,0.6174,0,0.0,,0.5838,0.4946,0.6174,0.7268
REC000070,CUST00025,2026-08-16 09:25:11.183118,2050.24,bank_decline,False,netbanking,smb,7,4,2,0.9226786434350074,0.5200128047423684,0,0,payment_link,6.0,20,0.3769,0,0.0,,0.1791,0.2684,0.3769,0.4993
REC000071,CUST00026,2025-10-06 03:47:57.699707,1366.42,card_expired,True,netbanking,individual,25,0,0,0.6369286984297343,0.48149827797808764,0,0,payment_link,6.0,20,0.6994,1,1366.42,48.3,0.412,0.4611,0.6994,0.6994
REC000072,CUST00026,2025-10-06 04:55:37.090515,9347.84,mandate_revoked,True,netbanking,individual,25,2,1,0.6624062125867678,0.43828106969239156,1,1,stop,,0,0.0309,0,0.0,,0.1086,0.1487,0.322,0.322
REC000073,CUST00026,2026-08-16 19:19:15.198164,2886.7,bank_decline,False,card,individual,25,6,1,0.6572427978240787,0.4822674287325458,2,1,payment_link,6.0,20,0.3046,1,2886.7,8.3,0.1186,0.2099,0.3046,0.4194
REC000074,CUST00027,2026-04-25 02:51:09.545199,1949.08,mandate_revoked,True,card,individual,19,13,0,0.8913921856048534,0.5330664654928021,0,0,payment_link,6.0,20,0.469,1,1949.08,94.1,0.0859,0.2452,0.469,0.469
REC000075,CUST00028,2026-04-13 15:03:34.328019,1011.21,mandate_revoked,True,upi_autopay,smb,39,0,2,0.9308973945793635,0.8389791345131804,0,0,payment_link,6.0,20,0.526,1,1011.21,40.2,0.2505,0.2899,0.526,0.526
REC000076,CUST00028,2026-04-15 16:04:59.763356,8925.8,insufficient_funds,False,netbanking,smb,39,2,0,0.9182336089462506,0.8220105737820363,1,1,retry_24h,24.0,0,0.7992,1,8925.8,32.7,0.8055,0.7992,0.7467,0.8293
REC000077,CUST00029,2026-06-30 08:17:01.729224,385.65,mandate_revoked,True,card,individual,36,19,0,0.7166416123397036,0.5841178692529572,0,0,payment_link,6.0,20,0.3747,0,0.0,,0.038,0.1806,0.3747,0.3747
REC000078,CUST00030,2025-09-10 22:51:00.118426,1989.91,bank_decline,False,nach,smb,2,1,0,0.5780545071384715,0.45096978775319885,0,0,retry_2h,2.0,0,0.1943,0,0.0,,0.1943,0.2419,0.3447,0.4645
REC000079,CUST00030,2026-03-09 08:35:20.597520,3669.84,insufficient_funds,False,netbanking,smb,2,1,0,0.6078900701463137,0.39886851051217603,1,0,payment_link,6.0,20,0.4085,0,0.0,,0.5125,0.4825,0.4085,0.5325
REC000080,CUST00030,2026-05-16 23:14:08.749803,327.66,insufficient_funds,False,nach,smb,2,0,1,0.5866386475062654,0.3831674187430322,2,0,retry_2h,2.0,0,0.4308,1,327.66,12.6,0.4308,0.3826,0.3147,0.4308
REC000081,CUST00031,2025-10-25 07:09:38.507308,1216.8,disputed,True,upi_autopay,individual,9,13,1,0.8225866429189177,0.6215250067484156,0,0,escalation,48.0,500,0.3497,0,0.0,,0.037,0.1171,0.1794,0.3497
REC000082,CUST00032,2025-12-25 14:04:00.274890,3014.7,bank_decline,False,card,individual,5,4,1,0.7158784322966343,0.905853871698148,0,0,payment_link,6.0,20,0.5003,1,3014.7,62.5,0.2652,0.3778,0.5003,0.6227
REC000083,CUST00033,2025-09-17 03:51:14.290191,5032.13,technical_error,False,card,enterprise,23,1,3,0.8953642462872609,0.07464479722205442,0,0,retry_24h,24.0,0,0.3752,0,0.0,,0.6011,0.3752,0.4975,0.7291
REC000084,CUST00033,2025-10-12 04:08:44.044148,9739.27,bank_decline,False,nach,enterprise,23,1,1,0.865770757295497,0.09291485805727913,1,0,payment_link,6.0,20,0.3673,0,0.0,,0.2102,0.2604,0.3673,0.6121
REC000085,CUST00034,2025-08-31 21:44:15.158703,2146.96,bank_decline,False,card,enterprise,16,1,1,0.7862097183179648,0.41908053251400024,0,0,stop,,0,0.093,0,0.0,,0.298,0.3596,0.4807,0.7156
REC000086,CUST00034,2025-09-20 08:22:32.081873,1728.45,mandate_revoked,True,nach,enterprise,16,0,0,0.7743444087340238,0.399344658552394,1,0,payment_link,6.0,20,0.5209,0,0.0,,0.2467,0.2857,0.5209,0.6419
REC000087,CUST00034,2026-02-08 16:08:43.693528,2544.62,mandate_revoked,True,upi_autopay,enterprise,16,4,2,0.7041515885086341,0.35050341922510114,2,0,payment_link,6.0,20,0.2941,0,0.0,,0.0835,0.1329,0.2941,0.4072
REC000088,CUST00034,2026-05-30 02:30:22.093154,16137.02,card_expired,True,nach,enterprise,16,0,0,0.7272446992472211,0.3335466312255955,3,0,retry_2h,2.0,0,0.4701,0,0.0,,0.4701,0.52,0.7465,0.8292
REC000089,CUST00035,2025-10-20 02:04:18.860968,15510.53,insufficient_funds,False,upi_autopay,smb,6,24,0,0.7593049738090277,0.1399164369368929,0,0,retry_24h,24.0,0,0.3688,0,0.0,,0.0947,0.3688,0.3021,0.4164
REC000090,CUST00035,2025-12-20 20:26:36.144210,1139.09,mandate_revoked,True,netbanking,smb,6,13,2,0.7650768989271518,0.1623414798985685,1,0,payment_link,6.0,20,0.1579,0,0.0,,0.0196,0.0645,0.1579,0.1579
REC000091,CUST00035,2026-01-06 14:59:55.429234,1648.11,technical_error,False,netbanking,smb,6,4,0,0.8272253935117666,0.17037729151675,2,0,stop,,0,0.1174,0,0.0,,0.5896,0.4212,0.5454,0.6642
REC000092,CUST00036,2026-06-06 11:18:04.504526,3023.72,insufficient_funds,False,upi_autopay,individual,6,17,2,0.6928616848772594,0.6752551059629011,0,0,retry_24h,24.0,0,0.432,0,0.0,,0.1925,0.432,0.3603,0.4815
REC000093,CUST00037,2026-04-07 23:16:56.212575,21716.68,mandate_revoked,True,card,individual,31,12,0,0.8421919901586987,0.22344167450315136,0,0,payment_link,6.0,20,0.3322,0,0.0,,0.0543,0.1547,0.3322,0.3322
REC000094,CUST00037,2026-07-01 20:15:19.600091,22374.02,bank_decline,False,upi_autopay,individual,31,0,1,0.7979866667153901,0.22606586119232996,1,0,payment_link,6.0,20,0.2796,0,0.0,,0.1616,0.1906,0.2796,0.3902
REC000095,CUST00038,2025-12-24 12:33:30.147198,5049.1,technical_error,False,upi_autopay,smb,9,2,1,0.9519215420691802,0.22990618890533035,0,0,payment_link,6.0,20,0.6063,1,5049.1,26.5,0.6839,0.4829,0.6063,0.7174
REC000096,CUST00038,2026-02-12 22:31:11.473979,11583.53,insufficient_funds,False,upi_autopay,smb,9,10,2,0.9026368307791761,0.31107736523580576,1,1,retry_24h,24.0,0,0.4433,1,11583.53,26.5,0.3041,0.4433,0.3711,0.4931
REC000097,CUST00038,2026-05-27 08:00:32.919733,4448.95,card_expired,True,card,smb,9,6,2,0.9700047415790168,0.2605408121917235,2,2,payment_link,6.0,20,0.6334,0,0.0,,0.2436,0.3886,0.6334,0.6334
REC000098,CUST00038,2026-07-02 01:26:53.963468,9680.06,technical_error,False,nach,smb,9,13,0,0.9345698106533927,0.29496631934383766,3,2,payment_link,6.0,20,0.6565,0,0.0,,0.5269,0.5369,0.6565,0.7591
REC000099,CUST00038,2026-07-20 10:46:35.370485,5155.96,insufficient_funds,False,card,smb,9,3,2,0.921552822234552,0.26429491568685676,4,2,retry_24h,24.0,0,0.4599,0,0.0,,0.45,0.4599,0.3868,0.5098
REC000100,CUST00039,2026-05-19 20:41:59.051834,10260.54,card_expired,True,upi_autopay,individual,1,2,1,0.6688007320092421,0.6599630258334345,0,0,payment_link,6.0,20,0.7013,1,10260.54,51.7,0.376,0.4635,0.7013,0.7013
REC000101,CUST00040,2025-08-31 15:39:29.530597,38019.51,bank_decline,False,upi_autopay,individual,5,2,3,0.7332245736094857,0.15313396252094122,0,0,payment_link,6.0,20,0.1508,0,0.0,,0.0699,0.0972,0.1508,0.2264
REC000102,CUST00040,2025-10-14 16:15:49.586486,4112.02,insufficient_funds,False,upi_autopay,individual,5,5,0,0.7512820139826695,0.1603858957750916,1,0,retry_24h,24.0,0,0.4391,1,4112.02,42.1,0.3906,0.4391,0.3671,0.4888
REC000103,CUST00041,2025-10-17 15:58:05.081216,1544.4,bank_decline,False,card,individual,44,5,1,0.7708131020404275,0.55603075148747,0,0,payment_link,6.0,20,0.3849,1,1544.4,45.5,0.1724,0.2751,0.3849,0.5078
REC000104,CUST00042,2025-09-14 20:16:16.387957,802.06,disputed,True,netbanking,individual,27,7,4,0.6123724045362228,0.7334848478439224,0,0,escalation,48.0,500,0.1622,0,0.0,,0.0218,0.0456,0.073,0.1622
REC000105,CUST00042,2026-02-28 03:12:02.593737,3159.55,card_expired,True,card,individual,27,0,0,0.6087673021495565,0.7220742926032301,1,0,payment_link,6.0,20,0.7444,1,3159.55,26.3,0.4673,0.5172,0.7444,0.7444
REC000106,CUST00042,2026-03-24 00:09:02.507531,1652.41,disputed,True,upi_autopay,individual,27,10,3,0.6279164539283922,0.7412498755792082,2,1,escalation,48.0,500,0.2059,0,0.0,,0.023,0.0601,0.0954,0.2059
REC000107,CUST00042,2026-05-05 13:59:00.544998,1920.88,insufficient_funds,False,card,individual,27,15,1,0.6118561253212282,0.7264280538102597,3,1,retry_24h,24.0,0,0.4878,0,0.0,,0.2595,0.4878,0.4137,0.5378
REC000108,CUST00042,2026-08-03 20:46:34.670178,16071.54,technical_error,False,netbanking,individual,27,11,1,0.6221832644002888,0.706466082712316,4,1,payment_link,6.0,20,0.5712,0,0.0,,0.4767,0.4468,0.5712,0.6871
REC000109,CUST00043,2025-11-04 23:15:37.141622,4028.88,insufficient_funds,False,card,enterprise,4,0,1,0.8200557994225711,0.3940389130334791,0,0,retry_2h,2.0,0,0.7049,1,4028.88,4.4,0.7049,0.6616,0.5916,0.7975
REC000110,CUST00043,2026-02-07 01:07:05.689484,7929.16,insufficient_funds,False,upi_autopay,enterprise,4,0,2,0.824167509159803,0.3656009698563173,1,1,retry_2h,2.0,0,0.6463,1,7929.16,4.3,0.6463,0.5993,0.5256,0.7507
REC000111,CUST00044,2025-08-30 11:23:21.637782,1150.7,insufficient_funds,False,netbanking,individual,15,20,1,0.8908667463829097,0.2224860889607719,0,0,stop,,0,0.054,0,0.0,,0.1465,0.4104,0.3402,0.4595
REC000112,CUST00044,2026-02-16 13:00:27.201190,2128.68,insufficient_funds,False,nach,individual,15,2,1,0.9249898435034574,0.29691417119118435,1,0,retry_2h,2.0,0,0.5302,1,2128.68,15.4,0.5302,0.5203,0.4455,0.5698
